,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
30827,13669634,53397,NIFTY23MAR17900PE,NIFTY,0,2023-03-29,17900.0,0.05,50,PE,NFO-OPT,NFO
30828,13669890,53398,NIFTY23MAR17950CE,NIFTY,0,2023-03-29,17950.0,0.05,50,CE,NFO-OPT,NFO
30829,13670146,53399,NIFTY23MAR17950PE,NIFTY,0,2023-03-29,17950.0,0.05,50,PE,NFO-OPT,NFO
30830,14661634,57272,NIFTY23MAR18000CE,NIFTY,0,2023-03-29,18000.0,0.05,50,CE,NFO-OPT,NFO
30831,14661890,57273,NIFTY23MAR18000PE,NIFTY,0,2023-03-29,18000.0,0.05,50,PE,NFO-OPT,NFO
30832,13670402,53400,NIFTY23MAR18050CE,NIFTY,0,2023-03-29,18050.0,0.05,50,CE,NFO-OPT,NFO
30833,13670658,53401,NIFTY23MAR18050PE,NIFTY,0,2023-03-29,18050.0,0.05,50,PE,NFO-OPT,NFO
30834,13670914,53402,NIFTY23MAR18100CE,NIFTY,0,2023-03-29,18100.0,0.05,50,CE,NFO-OPT,NFO
30835,13671170,53403,NIFTY23MAR18100PE,NIFTY,0,2023-03-29,18100.0,0.05,50,PE,NFO-OPT,NFO
30836,13671426,53404,NIFTY23MAR18150CE,NIFTY,0,2023-03-29,18150.0,0.05,50,CE,NFO-OPT,NFO
30837,13671682,53405,NIFTY23MAR18150PE,NIFTY,0,2023-03-29,18150.0,0.05,50,PE,NFO-OPT,NFO
30838,13671938,53406,NIFTY23MAR18200CE,NIFTY,0,2023-03-29,18200.0,0.05,50,CE,NFO-OPT,NFO
30839,13672194,53407,NIFTY23MAR18200PE,NIFTY,0,2023-03-29,18200.0,0.05,50,PE,NFO-OPT,NFO
30840,13672450,53408,NIFTY23MAR18250CE,NIFTY,0,2023-03-29,18250.0,0.05,50,CE,NFO-OPT,NFO
30841,13672706,53409,NIFTY23MAR18250PE,NIFTY,0,2023-03-29,18250.0,0.05,50,PE,NFO-OPT,NFO
30842,13672962,53410,NIFTY23MAR18300CE,NIFTY,0,2023-03-29,18300.0,0.05,50,CE,NFO-OPT,NFO
30843,13673218,53411,NIFTY23MAR18300PE,NIFTY,0,2023-03-29,18300.0,0.05,50,PE,NFO-OPT,NFO
30844,13673474,53412,NIFTY23MAR18350CE,NIFTY,0,2023-03-29,18350.0,0.05,50,CE,NFO-OPT,NFO
30845,13673730,53413,NIFTY23MAR18350PE,NIFTY,0,2023-03-29,18350.0,0.05,50,PE,NFO-OPT,NFO
30846,13673986,53414,NIFTY23MAR18400CE,NIFTY,0,2023-03-29,18400.0,0.05,50,CE,NFO-OPT,NFO
30847,13674242,53415,NIFTY23MAR18400PE,NIFTY,0,2023-03-29,18400.0,0.05,50,PE,NFO-OPT,NFO
30848,13674498,53416,NIFTY23MAR18450CE,NIFTY,0,2023-03-29,18450.0,0.05,50,CE,NFO-OPT,NFO
30849,13674754,53417,NIFTY23MAR18450PE,NIFTY,0,2023-03-29,18450.0,0.05,50,PE,NFO-OPT,NFO
30850,13675010,53418,NIFTY23MAR18500CE,NIFTY,0,2023-03-29,18500.0,0.05,50,CE,NFO-OPT,NFO
30851,13675266,53419,NIFTY23MAR18500PE,NIFTY,0,2023-03-29,18500.0,0.05,50,PE,NFO-OPT,NFO
30852,13675522,53420,NIFTY23MAR18550CE,NIFTY,0,2023-03-29,18550.0,0.05,50,CE,NFO-OPT,NFO
30853,13675778,53421,NIFTY23MAR18550PE,NIFTY,0,2023-03-29,18550.0,0.05,50,PE,NFO-OPT,NFO
30854,13676034,53422,NIFTY23MAR18600CE,NIFTY,0,2023-03-29,18600.0,0.05,50,CE,NFO-OPT,NFO
30855,13676290,53423,NIFTY23MAR18600PE,NIFTY,0,2023-03-29,18600.0,0.05,50,PE,NFO-OPT,NFO
30856,13676546,53424,NIFTY23MAR18650CE,NIFTY,0,2023-03-29,18650.0,0.05,50,CE,NFO-OPT,NFO
30857,13676802,53425,NIFTY23MAR18650PE,NIFTY,0,2023-03-29,18650.0,0.05,50,PE,NFO-OPT,NFO
30858,13677314,53427,NIFTY23MAR18700CE,NIFTY,0,2023-03-29,18700.0,0.05,50,CE,NFO-OPT,NFO
30859,13677570,53428,NIFTY23MAR18700PE,NIFTY,0,2023-03-29,18700.0,0.05,50,PE,NFO-OPT,NFO
30860,13679618,53436,NIFTY23MAR18750CE,NIFTY,0,2023-03-29,18750.0,0.05,50,CE,NFO-OPT,NFO
30861,13679874,53437,NIFTY23MAR18750PE,NIFTY,0,2023-03-29,18750.0,0.05,50,PE,NFO-OPT,NFO
30862,13680130,53438,NIFTY23MAR18800CE,NIFTY,0,2023-03-29,18800.0,0.05,50,CE,NFO-OPT,NFO
30863,13680386,53439,NIFTY23MAR18800PE,NIFTY,0,2023-03-29,18800.0,0.05,50,PE,NFO-OPT,NFO
30864,13680642,53440,NIFTY23MAR18850CE,NIFTY,0,2023-03-29,18850.0,0.05,50,CE,NFO-OPT,NFO
30865,13680898,53441,NIFTY23MAR18850PE,NIFTY,0,2023-03-29,18850.0,0.05,50,PE,NFO-OPT,NFO
30866,13681154,53442,NIFTY23MAR18900CE,NIFTY,0,2023-03-29,18900.0,0.05,50,CE,NFO-OPT,NFO
30867,13681410,53443,NIFTY23MAR18900PE,NIFTY,0,2023-03-29,18900.0,0.05,50,PE,NFO-OPT,NFO
30868,13681666,53444,NIFTY23MAR18950CE,NIFTY,0,2023-03-29,18950.0,0.05,50,CE,NFO-OPT,NFO
30869,13681922,53445,NIFTY23MAR18950PE,NIFTY,0,2023-03-29,18950.0,0.05,50,PE,NFO-OPT,NFO
30870,14662146,57274,NIFTY23MAR19000CE,NIFTY,0,2023-03-29,19000.0,0.05,50,CE,NFO-OPT,NFO
30871,14662402,57275,NIFTY23MAR19000PE,NIFTY,0,2023-03-29,19000.0,0.05,50,PE,NFO-OPT,NFO
30872,13682178,53446,NIFTY23MAR19050CE,NIFTY,0,2023-03-29,19050.0,0.05,50,CE,NFO-OPT,NFO
30873,13682434,53447,NIFTY23MAR19050PE,NIFTY,0,2023-03-29,19050.0,0.05,50,PE,NFO-OPT,NFO
30874,13682690,53448,NIFTY23MAR19100CE,NIFTY,0,2023-03-29,19100.0,0.05,50,CE,NFO-OPT,NFO
30875,13682946,53449,NIFTY23MAR19100PE,NIFTY,0,2023-03-29,19100.0,0.05,50,PE,NFO-OPT,NFO
30876,13683202,53450,NIFTY23MAR19150CE,NIFTY,0,2023-03-29,19150.0,0.05,50,CE,NFO-OPT,NFO
30877,13683458,53451,NIFTY23MAR19150PE,NIFTY,0,2023-03-29,19150.0,0.05,50,PE,NFO-OPT,NFO
30878,13683714,53452,NIFTY23MAR19200CE,NIFTY,0,2023-03-29,19200.0,0.05,50,CE,NFO-OPT,NFO
30879,13683970,53453,NIFTY23MAR19200PE,NIFTY,0,2023-03-29,19200.0,0.05,50,PE,NFO-OPT,NFO
30880,13684226,53454,NIFTY23MAR19250CE,NIFTY,0,2023-03-29,19250.0,0.05,50,CE,NFO-OPT,NFO
30881,13684482,53455,NIFTY23MAR19250PE,NIFTY,0,2023-03-29,19250.0,0.05,50,PE,NFO-OPT,NFO
30882,13684738,53456,NIFTY23MAR19300CE,NIFTY,0,2023-03-29,19300.0,0.05,50,CE,NFO-OPT,NFO
30883,13684994,53457,NIFTY23MAR19300PE,NIFTY,0,2023-03-29,19300.0,0.05,50,PE,NFO-OPT,NFO
30884,13685250,53458,NIFTY23MAR19350CE,NIFTY,0,2023-03-29,19350.0,0.05,50,CE,NFO-OPT,NFO
30885,13685506,53459,NIFTY23MAR19350PE,NIFTY,0,2023-03-29,19350.0,0.05,50,PE,NFO-OPT,NFO
30886,13685762,53460,NIFTY23MAR19400CE,NIFTY,0,2023-03-29,19400.0,0.05,50,CE,NFO-OPT,NFO
30887,13686018,53461,NIFTY23MAR19400PE,NIFTY,0,2023-03-29,19400.0,0.05,50,PE,NFO-OPT,NFO
30888,13686274,53462,NIFTY23MAR19450CE,NIFTY,0,2023-03-29,19450.0,0.05,50,CE,NFO-OPT,NFO
30889,13686530,53463,NIFTY23MAR19450PE,NIFTY,0,2023-03-29,19450.0,0.05,50,PE,NFO-OPT,NFO
30890,13688322,53470,NIFTY23MAR19500CE,NIFTY,0,2023-03-29,19500.0,0.05,50,CE,NFO-OPT,NFO
30891,13688578,53471,NIFTY23MAR19500PE,NIFTY,0,2023-03-29,19500.0,0.05,50,PE,NFO-OPT,NFO
30892,13688834,53472,NIFTY23MAR19550CE,NIFTY,0,2023-03-29,19550.0,0.05,50,CE,NFO-OPT,NFO
30893,13689090,53473,NIFTY23MAR19550PE,NIFTY,0,2023-03-29,19550.0,0.05,50,PE,NFO-OPT,NFO
30894,13689346,53474,NIFTY23MAR19600CE,NIFTY,0,2023-03-29,19600.0,0.05,50,CE,NFO-OPT,NFO
30895,13689602,53475,NIFTY23MAR19600PE,NIFTY,0,2023-03-29,19600.0,0.05,50,PE,NFO-OPT,NFO
30896,13689858,53476,NIFTY23MAR19650CE,NIFTY,0,2023-03-29,19650.0,0.05,50,CE,NFO-OPT,NFO
30897,13690114,53477,NIFTY23MAR19650PE,NIFTY,0,2023-03-29,19650.0,0.05,50,PE,NFO-OPT,NFO
30898,13690882,53480,NIFTY23MAR19700CE,NIFTY,0,2023-03-29,19700.0,0.05,50,CE,NFO-OPT,NFO
30899,13691138,53481,NIFTY23MAR19700PE,NIFTY,0,2023-03-29,19700.0,0.05,50,PE,NFO-OPT,NFO
30900,13691394,53482,NIFTY23MAR19750CE,NIFTY,0,2023-03-29,19750.0,0.05,50,CE,NFO-OPT,NFO
30901,13691650,53483,NIFTY23MAR19750PE,NIFTY,0,2023-03-29,19750.0,0.05,50,PE,NFO-OPT,NFO
30902,14662658,57276,NIFTY23MAR20000CE,NIFTY,0,2023-03-29,20000.0,0.05,50,CE,NFO-OPT,NFO
30903,14662914,57277,NIFTY23MAR20000PE,NIFTY,0,2023-03-29,20000.0,0.05,50,PE,NFO-OPT,NFO
30904,14663170,57278,NIFTY23MAR21000CE,NIFTY,0,2023-03-29,21000.0,0.05,50,CE,NFO-OPT,NFO
30905,14663426,57279,NIFTY23MAR21000PE,NIFTY,0,2023-03-29,21000.0,0.05,50,PE,NFO-OPT,NFO
30906,14663682,57280,NIFTY23MAR22000CE,NIFTY,0,2023-03-29,22000.0,0.05,50,CE,NFO-OPT,NFO
30907,14663938,57281,NIFTY23MAR22000PE,NIFTY,0,2023-03-29,22000.0,0.05,50,PE,NFO-OPT,NFO
30908,9165570,35803,NIFTY23MAR23000CE,NIFTY,0,2023-03-29,23000.0,0.05,50,CE,NFO-OPT,NFO
30909,9165826,35804,NIFTY23MAR23000PE,NIFTY,0,2023-03-29,23000.0,0.05,50,PE,NFO-OPT,NFO
30910,18232322,71220,NIFTY23MAR24000CE,NIFTY,0,2023-03-29,24000.0,0.05,50,CE,NFO-OPT,NFO
30911,18233602,71225,NIFTY23MAR24000PE,NIFTY,0,2023-03-29,24000.0,0.05,50,PE,NFO-OPT,NFO
74908,9685506,37834,NIFTY23MARFUT,NIFTY,0,2023-03-29,0.0,0.05,50,FUT,NFO-FUT,NFO
